locationLat,locationLon,price,builtOn,bedrooms,bathrooms,landArea,roadSize
0.007795114711364067,0.999286353803591,0.3538461488757396,0.71875,0.46153846153846156,0.4444444444444444,0.34042553191489355,0.43333333333333335
0.0026863519879125287,0.9989459382608068,0.1153846085798816,0.40625,0.38461538461538464,0.5555555555555556,0.09574468085106382,0.5333333333333333
0.003132796491740573,0.9991773442775292,0.07384614672189344,0.9375,0.23076923076923078,0.3333333333333333,0.09574468085106382,0.4666666666666667
0.007383902042458839,0.9993531874492511,0.24615384035502955,0.90625,0.38461538461538464,0.2222222222222222,0.46808510638297873,0.4666666666666667
0.005054297524792168,0.9990830237596594,0.41538461088757395,0.40625,0.3076923076923077,0.4444444444444444,0.7872340425531915,0.5333333333333333
0.006357142118756529,0.9991170241905097,0.10153845462721889,0.15625,0.38461538461538464,0.3333333333333333,0.20212765957446807,0.6666666666666666
0.006767374263235982,0.9991525650097941,0.10153845462721889,0.21875,0.38461538461538464,0.3333333333333333,0.09574468085106382,0.4666666666666667
0.004838531867816973,0.9988048932318885,0.07384614672189344,0.90625,0.23076923076923078,0.3333333333333333,0.10638297872340426,0.5333333333333333
0.004597310288249248,0.9988367001060642,0.14153845493491118,0.84375,0.46153846153846156,0.3333333333333333,0.1595744680851064,0.43333333333333335
0.005812502702989534,0.9994231230194718,0.052307685017751425,0.71875,0.38461538461538464,0.4444444444444444,0,0.4
0.001789566024205132,0.9989233930703689,0.09999999307692302,0.40625,0.23076923076923078,0.4444444444444444,0.09574468085106382,0.6666666666666666
0.005946884832625136,0.998979595778331,0.06923076207100586,0.875,0.23076923076923078,0.4444444444444444,0.10106382978723402,0.4666666666666667
0.007383902042458839,0.9993531874492511,0.13846153183431947,0.90625,0.23076923076923078,0.3333333333333333,0.20212765957446807,0.6
0.0026863519879125287,0.9989459382608068,0.08769230067455616,0.34375,0.23076923076923078,0.3333333333333333,0.09574468085106382,0.6
0.0026863519879125287,0.9989459382608068,0.07692306982248515,0.40625,0.23076923076923078,0.3333333333333333,0.05319148936170213,0.6666666666666666
0.004716534096901011,0.9990738367512954,0.08369230064378694,0.90625,0.38461538461538464,0.2222222222222222,0.10638297872340426,0.43333333333333335
0.005695040905111494,0.999185949769099,0.12307691633136089,0.40625,0.3076923076923077,0.2222222222222222,0.20212765957446807,0.4
0.005571687580128208,0.9991558199648597,0.1923076860946745,0.15625,0.46153846153846156,0.3333333333333333,0.175531914893617,0.4
0.00550567817295177,0.9988767217804362,0.07999999292307687,0.78125,0.46153846153846156,0.3333333333333333,0.05319148936170213,0.4
0.004148466851798258,0.9989106697274356,0.06923076207100586,0.71875,0.3076923076923077,0.3333333333333333,0,0.6
0.004233296880591793,0.9984207516843119,0.04923076191715971,0.71875,0.23076923076923078,0.3333333333333333,0.10638297872340426,0.43333333333333335
