locationLat,locationLon,price,builtOn,bedrooms,bathrooms,landArea,roadSize
0.3747786350817894,0.9842264483064886,0.1121951210850684,0.8571428571428571,0.30952380952380953,0.12121212121212122,0.1307985226812686,0.15853658536585366
0.37155943343265574,0.9838911630508185,0.03658536491374182,0.7272727272727273,0.2857142857142857,0.15151515151515152,0.06083652217733424,0.1951219512195122
0.37184075299294234,0.9841190816259983,0.02341463319357525,0.948051948051948,0.23809523809523808,0.09090909090909091,0.06083652217733424,0.17073170731707318
0.37451951627484076,0.9842922747249572,0.07804877958834028,0.935064935064935,0.2857142857142857,0.06060606060606061,0.16730043598766917,0.17073170731707318
0.37305155483073693,0.9840261825806423,0.13170731622605591,0.7272727272727273,0.2619047619047619,0.12121212121212122,0.25855521925367053,0.1951219512195122
0.37387252062862025,0.9840596706025385,0.03219512100701963,0.6233766233766234,0.2857142857142857,0.09090909090909091,0.09125478326600137,0.24390243902439024
0.3741310215744508,0.9840946757981974,0.03219512100701963,0.6493506493506493,0.2857142857142857,0.09090909090909091,0.06083652217733424,0.17073170731707318
0.37291559369956667,0.9837522436636627,0.02341463319357525,0.935064935064935,0.23809523809523808,0.09090909090909091,0.06387834828620095,0.1951219512195122
0.3727635919432145,0.9837835711872324,0.04487804784866151,0.9090909090909091,0.30952380952380953,0.09090909090909091,0.07908747883053452,0.15853658536585366
0.37352932518183,0.9843611563199341,0.016585364894229623,0.8571428571428571,0.2857142857142857,0.12121212121212122,0.033460087197533836,0.14634146341463414
0.3709943387102028,0.9838689576312941,0.03170731612849494,0.7272727272727273,0.23809523809523808,0.12121212121212122,0.06083652217733424,0.24390243902439024
0.373614003840197,0.9839243133273188,0.02195121855800119,0.922077922077922,0.23809523809523808,0.12121212121212122,0.062357435231767594,0.17073170731707318
0.37451951627484076,0.9842922747249572,0.043902438091612137,0.935064935064935,0.23809523809523808,0.09090909090909091,0.09125478326600137,0.21951219512195122
0.37155943343265574,0.9838911630508185,0.027804877100297443,0.7012987012987013,0.23809523809523808,0.09090909090909091,0.06083652217733424,0.21951219512195122
