locationLat,locationLon,roadSize,bedrooms,bathrooms,landArea,price,builtOn
27.633032,85.4919882,14,4,3,1369,50000000,2023
27.7055352,85.2916917,21,5,3,1711.25,25000000,2017
27.7209172,85.2892154,14,4,3,1026.75,20000000,2019
27.7103336,85.2933481,13,5,3,1369,55000000,2020
28.209538,83.991402,20,4,3,1711.25,23000000,2019
27.7017723,85.2879742,22,6,3,1026.75,20700000,2006
27.6797455,85.3859333,20,-6,5,748.67,23500000,2022
27.7270105,85.3045555,14,8,8,1711.25,50000000,2011
27.6928184,85.2247831,13,5,3,1711.25,20000000,2008
27.6601651,85.3521557,15,6,4,1411.78,15000000,2016
27.7055352,85.2916917,13,6,5,1326.21,14000000,2011
27.7103336,85.2933481,13,4,3,1095.2,28500000,2013
27.7045119,85.2819731,13,5,2,1732.64,25000000,2011
27.7208558,85.2521799,20,3,3,1155.09,23000000,2023
27.7209172,85.2892154,13,6,4,7786,42000000,2017
27.7103336,85.2933481,12,6,4,1095.2,27500000,2020
27.6726536,85.2736999,15,5,4,1754.03,57500000,2022
27.69106075,85.30020492190519,13,9,4,1711.25,43000000,2020
27.6990751,85.2814445,13,6,4,1540.125,32500000,2023
27.6564581,85.3251667,20,4,2,684.5,25000000,2013
27.75,85.333333,20,6,3,1369,80000000,2022
27.707529,85.282715,20,4,5,1095.2,22000000,2022
27.6758169,85.3384848,20,4,5,1369,50000000,2013
27.6827389,85.302022,10,7,5,3764.75,110000000,2003
27.7055352,85.2916917,10,5,4,1369,27500000,2023
27.7017723,85.2879742,14,5,3,1048.14,25000000,2022
27.707529,85.282715,14,6,4,1369,32500000,2023
27.7103336,85.2933481,15,4,4,1369,42500000,2018
27.666822,85.344299,20,7,6,1369,41500000,2023
27.7208558,85.2521799,13,8,8,2738,44000000,2020
27.7209172,85.2892154,10,13,9,1369,34500000,2008
27.666822,85.344299,13,5,4,1026.75,30500000,2022
27.666822,85.344299,20,7,4,1026.75,28000000,2023
27.666822,85.344299,20,5,5,1026.75,35500000,2023
27.6632,85.36113,23,6,4,1369,44500000,2023
27.666822,85.344299,13,4,4,1026.75,25200000,2023
27.666822,85.344299,13,6,4,1369,42000000,2023
27.666822,85.344299,13,7,6,1090.92,25000000,2022
27.666822,85.344299,13,6,5,1090.92,21000000,2023
27.6561677,85.3060365,15,4,3,17,95000000,2013
27.707529,85.282715,22,5,2,1026.75,35000000,2017
27.6561677,85.3060365,12,4,4,1540.125,43000000,2022
27.7103336,85.2933481,12,6,4,1026.75,32500000,2023
27.7103336,85.2933481,20,6,6,1026.75,37500000,2023
27.666822,85.344299,13,6,4,1369,33500000,2023
27.666822,85.344299,13,6,6,1026.75,29500000,2023
27.666822,85.344299,13,6,3,1026.75,26000000,2023
27.666822,85.344299,13,6,4,941.1875,23000000,2023
27.666822,85.344299,13,7,4,1095.2,31500000,2023
27.658411,85.41501,25,6,6,5133.75,90000000,2018
27.707529,85.282715,16,5,4,684.5,22300000,2013
27.7850619,85.3009324,13,5,5,1754.03,30000000,2022
27.7103336,85.2933481,16,5,4,1390.39,40000000,2016
27.6928184,85.2247831,13,5,5,1411.78,23500000,2021
27.658411,85.41501,20,3,3,1026.75,26500000,2023
27.7770541,85.3619483,12,4,5,1711.25,38000000,2021
27.6758169,85.3384848,20,9,7,5133.75,92000000,2023
27.68990755,85.33565914433615,24,7,4,342.25,120000000,2009
27.7780872,85.36232349672666,13,5,4,684.5,22500000,2023
27.7780872,85.36232349672666,13,5,4,684.5,22500000,2023
27.7208558,85.2521799,13,7,3,1369,27500000,2023
27.6601651,85.3521557,13,6,5,1401.085,41500000,2023
27.666822,85.344299,20,5,6,1026.75,33500000,2023
27.666822,85.344299,13,5,5,1048.14,31000000,2023
27.666822,85.344299,13,5,4,1369,42500000,2023
27.666822,85.344299,13,5,4,1048.14,33500000,2024
27.666822,85.344299,13,5,3,1048.14,35500000,2024
27.666822,85.344299,14,7,8,1711.25,33500000,2024
27.7770541,85.3619483,13,5,4,1026.75,26500000,2023
27.7770541,85.3619483,20,7,5,1711.25,67000000,2024
27.6564581,85.3251667,11,6,3,1026.75,33000000,2023
27.6914731,85.2819362,9,5,3,1369,35000000,2008
27.7209172,85.2892154,13,8,4,1197.875,38000000,2021
27.6601651,85.3521557,20,7,6,1711.25,57000000,2023
27.666822,85.344299,20,6,5,1711.25,49500000,2023
27.7208558,85.2521799,12,6,7,2053.5,38000000,2017
27.6561677,85.3060365,13,5,3,3422.5,75000000,2014
27.6928184,85.2247831,12,6,5,1732.64,38000000,2024
27.750408049999997,85.25773076022733,22,7,5,2738,60000000,2019
27.750408049999997,85.25773076022733,13,6,5,2738,70000000,2022
27.6820369,85.2474196,12,6,3,1369,19500000,2024
27.7039253,85.3328212,19,2,1,1026.75,26000000,1947
27.6932983,85.2816525,12,7,4,1369,29500000,2024
27.6990751,85.2814445,13,5,3,1048.14,30000000,2024
27.750408049999997,85.25773076022733,13,4,4,1026.75,25000000,2023
27.69278815,85.3712972816073,20,7,5,1026.75,28000000,2024
27.69278815,85.3712972816073,20,5,4,1026.75,28000000,2024
27.6758169,85.3384848,14,5,5,1069.53,32500000,2024
27.7209172,85.2892154,20,4,4,1540.125,45000000,2023
27.6503928,85.3207649,12,5,4,2609.65,76000000,1965
27.707529,85.282715,20,5,3,4449.25,95000000,2000
27.6561677,85.3060365,20,5,4,1711.25,41200000,2014
27.707529,85.282715,13,6,4,2802.17,70000000,2016
27.7780872,85.36232349672666,20,8,5,2053.5,55000000,2024
27.6932983,85.2816525,13,5,3,684.5,17500000,2023
27.6932983,85.2816525,15,7,5,1026.75,29000000,2024
27.6990751,85.2814445,13,6,6,684.5,21500000,2024
27.707529,85.282715,12,4,3,1069.53,28000000,2023
27.6601651,85.3521557,16,7,6,1369,42500000,2024
27.6601651,85.3521557,26,6,6,1369,44500000,2024
27.666822,85.344299,26,6,4,1283.4375,30000000,2024
27.7209172,85.2892154,20,6,6,1369,46000000,2024
27.6499414,85.3325441,12,5,2,727.28,22500000,2016
27.6990751,85.2814445,13,6,5,3080.25,65000000,2024
27.75,85.333333,14,5,4,1095.2,28000000,2024
27.7017723,85.2879742,12,4,4,1026.75,40000000,2022
27.68990755,85.33565914433615,20,4,4,1369,39000000,2023
27.6601651,85.3521557,13,6,4,1026.75,42500000,2024
27.6882499,85.2693147,13,6,3,2121.9500000000003,52500000,2022
27.666822,85.344299,13,7,6,1411.78,39500000,2024
27.666822,85.344299,13,5,6,1026.75,32500000,2024
27.6929549,85.27443037031817,16,10,6,2053.5,43500000,2019
27.68744445,85.2354220044454,13,5,4,1048.14,31000000,2022
27.666822,85.344299,12,5,4,1369,29000000,2019
27.6564581,85.3251667,10,5,6,1026.75,47500000,2019
27.666822,85.344299,10,4,4,787.175,19900000,2003
27.6561677,85.3060365,12,4,3,2395.75,40000000,2002
27.735438549999998,85.32908246125783,20,4,4,2053.5,42300000,2014
27.6561677,85.3060365,12,6,5,2053.5,37000000,2019
27.6561677,85.3060365,13,4,3,1095.2,33000000,2017
27.7780872,85.36232349672666,14,5,4,1471.675,40000000,2008
27.708217949999998,85.33138309245912,10,13,5,752.95,45000000,2009
27.6561677,85.3060365,12,5,5,1711.25,30000000,2018
27.666822,85.344299,13,6,5,1779.7,49900000,2022
27.6526129,85.27979,16,4,2,1026.75,24500000,2013
27.7017723,85.2879742,13,4,5,1369,25000000,2021
27.6536719,85.3285101,20,4,4,1369,42500000,2021
27.6561677,85.3060365,12,4,5,2121.9500000000003,65000000,2020
27.6561677,85.3060365,13,4,5,1437.45,36000000,2020
27.6536719,85.3285101,14,6,6,1711.25,58000000,2021
27.6561677,85.3060365,12,5,7,1095.2,25000000,2021
27.6561677,85.3060365,16,4,4,1779.7,48000000,2020
27.699758,85.2941587,20,4,5,1403.225,66500000,2020
27.7437703,85.3343252,14,5,5,3285.6,133000000,2020
27.6141343,85.3206728,12,5,7,2395.75,85000000,2021
27.6561677,85.3060365,12,4,5,1711.25,55000000,2021
27.6561677,85.3060365,20,4,4,1060.9750000000001,47500000,2018
27.666822,85.344299,13,5,4,1095.2,29500000,2018
27.6837719,85.309353,10,5,3,1711.25,63500000,2021
27.6561677,85.3060365,13,5,6,2395.75,85000000,2018
27.735438549999998,85.32908246125783,12,4,4,3764.75,105000000,2021
27.6561677,85.3060365,26,4,4,2395.75,64000000,2018
27.6330244,85.3180181,20,3,4,1369,35000000,2023
27.7342051,85.3573186,16,6,5,1026.75,22000000,2021
27.6781899,85.3018175,16,4,4,1026.75,37500000,2021
27.6499414,85.3325441,20,5,4,2053.5,80000000,2021
27.6564581,85.3251667,13,6,7,1437.45,55000000,2020
27.6561677,85.3060365,13,4,4,1129.425,55000000,2018
27.6837719,85.309353,20,5,5,3080.25,77500000,2021
27.7780872,85.36232349672666,13,7,7,4107,160000000,2017
27.666822,85.344299,13,5,3,1403.225,31900000,2021
27.707529,85.282715,13,4,3,1026.75,25000000,2017
28.209538,83.991402,20,4,4,3764.75,120000000,2023
27.6561677,85.3060365,13,5,6,2190.4,62500000,2021
27.7780872,85.36232349672666,12,7,7,4107,160000000,2021
27.6499414,85.3325441,12,4,4,752.95,28000000,2021
27.6561677,85.3060365,25,6,4,1711.25,48000000,2021
27.666822,85.344299,13,5,3,1060.9750000000001,25000000,2019
27.6837719,85.309353,19,4,2,1711.25,33500000,2019
27.6837719,85.309353,19,4,3,1711.25,35000000,2018
27.6561677,85.3060365,18,4,5,1369,40000000,2019
27.6503928,85.3207649,13,5,3,2395.75,60000000,2019
27.666822,85.344299,12,4,4,1197.875,25000000,2014
27.666822,85.344299,12,5,4,1129.425,27000000,2021
27.6651141,85.32934288691034,12,5,4,1026.75,27500000,2017
27.7780872,85.36232349672666,16,5,5,3764.75,110000000,2020
27.6499414,85.3325441,15,6,4,1129.425,32500000,2020
27.6499414,85.3325441,13,5,4,1060.9750000000001,28000000,2021
27.666822,85.344299,12,6,4,1095.2,31000000,2021
27.68990755,85.33565914433615,13,4,4,1711.25,40000000,2020
27.75,85.333333,15,3,3,2053.5,35000000,2018
27.666822,85.344299,20,6,5,1779.7,31500000,2021
27.6499414,85.3325441,13,6,6,1095.2,29000000,2020
27.666822,85.344299,20,5,4,1437.45,42500000,2021
27.6561677,85.3060365,12,4,4,1369,46500000,2017
27.6561677,85.3060365,20,5,4,1369,40000000,2023
27.6837719,85.309353,16,6,5,1711.25,59500000,2021
27.6587407,85.3003249,13,4,4,1711.25,39000000,2021
27.6499414,85.3325441,13,8,3,1369,32000000,2021
27.6499414,85.3325441,13,8,3,1369,32500000,2020
27.6330244,85.3180181,20,4,4,2429.975,51500000,2017
27.6932983,85.2816525,10,8,6,1369,35000000,2018
27.666822,85.344299,20,4,4,1471.675,32500000,2021
27.7480708,85.3567416,13,5,6,1060.9750000000001,32000000,2017
27.7279694,85.3457219,13,5,3,1779.7,55000000,2018
27.6499414,85.3325441,13,5,3,787.175,23000000,2017
27.6928184,85.2247831,20,3,3,1129.425,17000000,2021
27.666822,85.344299,13,5,4,787.175,24000000,2020
27.6632,85.36113,13,4,4,1369,27500000,2017
27.6632,85.36113,13,4,3,1095.2,22500000,2017
27.6434777,85.3714959,13,4,4,1437.45,18000000,2021
27.666822,85.344299,14,3,3,1095.2,25000000,2020
27.6499414,85.3325441,13,1,1,1060.9750000000001,16500000,2017
27.6561677,85.3060365,12,5,5,2156.1749999999997,51000000,2021
27.666822,85.344299,20,5,3,2395.75,59900000,2020
27.666822,85.344299,20,4,3,1471.675,32500000,2017
27.7103336,85.2933481,20,6,4,3080.25,50,2021
27.6561677,85.3060365,13,5,5,1095.2,27500000,2020
27.6769722,85.4803234,13,2,1,1369,12700000,2017
27.7233471,85.3331617,20,4,4,1369,22500000,2011
27.6561677,85.3060365,18,6,4,2053.5,61000000,2013
27.6499414,85.3325441,18,5,4,1403.225,36900000,2022
27.6330244,85.3180181,20,3,2,787.175,23000000,2013
27.7780872,85.36232349672666,14,5,5,1369,32000000,2022
27.7437703,85.3343252,13,7,6,1437.45,42500000,2023
27.71304635,85.34952003174763,15,6,5,1369,35000000,2019
27.7780872,85.36232349672666,16,6,6,1095.2,28000000,2019
27.6434777,85.3714959,13,2,1,1026.75,13300000,2020
27.666822,85.344299,13,4,2,752.95,16000000,2018
27.636272,85.340271,13,4,4,1060.9750000000001,25000000,2011
27.636272,85.340271,20,5,4,1026.75,28000000,2019
